date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Apr 25 2020,2020-04-25,8.752,83,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Apr 26 2020,2020-04-26,8.88,91,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Apr 27 2020,2020-04-27,8.553,68,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Apr 28 2020,2020-04-28,8.586,61,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Apr 29 2020,2020-04-29,8.545,77,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Apr 30 2020,2020-04-30,8.704,89,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
May 01 2020,2020-05-01,8.708,63,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
May 02 2020,2020-05-02,8.513,97,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
May 03 2020,2020-05-03,8.641,73,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
May 04 2020,2020-05-04,8.578,71,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
May 05 2020,2020-05-05,8.569,94,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
May 06 2020,2020-05-06,8.708,89,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
May 07 2020,2020-05-07,8.767,65,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
May 08 2020,2020-05-08,8.778,85,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
May 09 2020,2020-05-09,8.836,69,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
May 10 2020,2020-05-10,8.695,80,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
May 11 2020,2020-05-11,8.881,75,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
May 12 2020,2020-05-12,8.68,69,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
May 13 2020,2020-05-13,9.175,66,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
May 14 2020,2020-05-14,9.019,61,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
May 15 2020,2020-05-15,9.336,66,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
May 16 2020,2020-05-16,8.956,67,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
May 17 2020,2020-05-17,9.043,77,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
May 18 2020,2020-05-18,9.373,60,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
May 19 2020,2020-05-19,9.015,68,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
May 20 2020,2020-05-20,9.277,83,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
May 21 2020,2020-05-21,9.251,60,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
May 22 2020,2020-05-22,9.474,73,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
May 23 2020,2020-05-23,9.173,71,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
May 24 2020,2020-05-24,8.955,66,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
May 25 2020,2020-05-25,8.595,73,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
May 26 2020,2020-05-26,8.572,70,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
May 27 2020,2020-05-27,8.765,61,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
May 28 2020,2020-05-28,8.747,62,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
May 29 2020,2020-05-29,8.887,63,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
May 30 2020,2020-05-30,8.721,64,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
May 31 2020,2020-05-31,8.958,65,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jun 01 2020,2020-06-01,9.012,63,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jun 02 2020,2020-06-02,8.973,65,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jun 03 2020,2020-06-03,9.021,56,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jun 04 2020,2020-06-04,8.809,76,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jun 05 2020,2020-06-05,8.925,53,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jun 06 2020,2020-06-06,8.996,68,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jun 07 2020,2020-06-07,9.2,64,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jun 08 2020,2020-06-08,9.212,66,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jun 09 2020,2020-06-09,8.958,66,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jun 10 2020,2020-06-10,8.969,58,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jun 11 2020,2020-06-11,9.331,57,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jun 12 2020,2020-06-12,9.281,56,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jun 13 2020,2020-06-13,8.835,52,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jun 14 2020,2020-06-14,8.897,58,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jun 15 2020,2020-06-15,8.83,55,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jun 16 2020,2020-06-16,8.739,65,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jun 17 2020,2020-06-17,8.835,45,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jun 18 2020,2020-06-18,8.786,53,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jun 19 2020,2020-06-19,8.364,65,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jun 20 2020,2020-06-20,8.897,60,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jun 21 2020,2020-06-21,8.78,55,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jun 22 2020,2020-06-22,7.941,60,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jun 23 2020,2020-06-23,8.691,50,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jun 24 2020,2020-06-24,8.685,36,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jun 25 2020,2020-06-25,8.149,57,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jun 26 2020,2020-06-26,8.267,85,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jun 27 2020,2020-06-27,8.314,52,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jun 28 2020,2020-06-28,8.095,62,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jun 29 2020,2020-06-29,8.392,63,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jun 30 2020,2020-06-30,8.148,50,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jul 01 2020,2020-07-01,8.052,56,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jul 02 2020,2020-07-02,8.234,53,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jul 03 2020,2020-07-03,8.338,68,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jul 04 2020,2020-07-04,8.372,68,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jul 05 2020,2020-07-05,8.495,66,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jul 06 2020,2020-07-06,8.173,62,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jul 07 2020,2020-07-07,8.462,66,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jul 08 2020,2020-07-08,8.143,63,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jul 09 2020,2020-07-09,8.512,71,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jul 10 2020,2020-07-10,9.068,57,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jul 11 2020,2020-07-11,9.031,59,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jul 12 2020,2020-07-12,9.368,41,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jul 13 2020,2020-07-13,9.016,56,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jul 14 2020,2020-07-14,8.986,53,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jul 15 2020,2020-07-15,8.698,58,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jul 16 2020,2020-07-16,9.544,51,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jul 17 2020,2020-07-17,9.074,40,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jul 18 2020,2020-07-18,9.119,50,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jul 19 2020,2020-07-19,9.046,70,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jul 20 2020,2020-07-20,9.719,54,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jul 21 2020,2020-07-21,8.914,65,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jul 22 2020,2020-07-22,8.972,55,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jul 23 2020,2020-07-23,9.275,47,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jul 24 2020,2020-07-24,9.091,46,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jul 25 2020,2020-07-25,9.109,54,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jul 26 2020,2020-07-26,9.474,48,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jul 27 2020,2020-07-27,9.096,46,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jul 28 2020,2020-07-28,9.317,50,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jul 29 2020,2020-07-29,9.179,44,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jul 30 2020,2020-07-30,9.269,54,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Jul 31 2020,2020-07-31,9.047,56,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Aug 01 2020,2020-08-01,8.851,53,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Aug 02 2020,2020-08-02,9.28,41,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Aug 03 2020,2020-08-03,9.247,46,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Aug 04 2020,2020-08-04,9.035,58,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Aug 05 2020,2020-08-05,9.211,51,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Aug 06 2020,2020-08-06,9.014,37,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Aug 07 2020,2020-08-07,8.949,72,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Aug 08 2020,2020-08-08,8.974,61,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Aug 09 2020,2020-08-09,8.791,72,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Aug 10 2020,2020-08-10,9.214,65,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Aug 11 2020,2020-08-11,8.76,69,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Aug 12 2020,2020-08-12,8.693,52,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Aug 13 2020,2020-08-13,8.472,53,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Aug 14 2020,2020-08-14,8.948,47,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Aug 15 2020,2020-08-15,8.688,57,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Aug 16 2020,2020-08-16,8.533,48,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Aug 17 2020,2020-08-17,8.501,62,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Aug 18 2020,2020-08-18,8.502,54,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Aug 19 2020,2020-08-19,8.508,63,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Aug 20 2020,2020-08-20,8.351,59,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Aug 21 2020,2020-08-21,8.558,52,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Aug 22 2020,2020-08-22,8.663,64,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Aug 23 2020,2020-08-23,8.477,69,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Aug 24 2020,2020-08-24,8.82,54,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Aug 25 2020,2020-08-25,8.475,68,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Aug 26 2020,2020-08-26,8.567,52,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Aug 27 2020,2020-08-27,8.374,52,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Aug 28 2020,2020-08-28,8.379,53,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Aug 29 2020,2020-08-29,8.412,50,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Aug 30 2020,2020-08-30,8.302,45,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Aug 31 2020,2020-08-31,8.481,60,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Sep 01 2020,2020-09-01,8.379,56,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Sep 02 2020,2020-09-02,8.401,42,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Sep 03 2020,2020-09-03,8.368,51,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Sep 04 2020,2020-09-04,8.277,42,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Sep 05 2020,2020-09-05,8.096,61,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Sep 06 2020,2020-09-06,8.093,63,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Sep 07 2020,2020-09-07,8.092,54,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Sep 08 2020,2020-09-08,8.239,45,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Sep 09 2020,2020-09-09,7.946,42,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Sep 10 2020,2020-09-10,8.086,56,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Sep 11 2020,2020-09-11,8.196,44,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Sep 12 2020,2020-09-12,8.092,60,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Sep 13 2020,2020-09-13,8.152,53,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Sep 14 2020,2020-09-14,7.867,49,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Sep 15 2020,2020-09-15,8.075,52,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Sep 16 2020,2020-09-16,7.961,50,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Sep 17 2020,2020-09-17,8.298,37,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Sep 18 2020,2020-09-18,8.453,51,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Sep 19 2020,2020-09-19,8.307,58,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Sep 20 2020,2020-09-20,8.286,57,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Sep 21 2020,2020-09-21,8.27,46,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Sep 22 2020,2020-09-22,8.269,54,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Sep 23 2020,2020-09-23,8.203,51,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Sep 24 2020,2020-09-24,8.488,39,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Sep 25 2020,2020-09-25,8.241,56,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Sep 26 2020,2020-09-26,8.545,63,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Sep 27 2020,2020-09-27,8.539,49,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Sep 28 2020,2020-09-28,8.111,34,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Sep 29 2020,2020-09-29,8.223,46,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Sep 30 2020,2020-09-30,8.186,48,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Oct 01 2020,2020-10-01,8.421,43,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Oct 02 2020,2020-10-02,8.537,43,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Oct 03 2020,2020-10-03,8.259,63,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Oct 04 2020,2020-10-04,8.337,60,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Oct 05 2020,2020-10-05,8.47,48,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Oct 06 2020,2020-10-06,8.212,50,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Oct 07 2020,2020-10-07,8.431,51,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Oct 08 2020,2020-10-08,8.441,41,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Oct 09 2020,2020-10-09,8.439,56,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Oct 10 2020,2020-10-10,8.377,49,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Oct 11 2020,2020-10-11,8.353,51,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Oct 12 2020,2020-10-12,8.266,45,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Oct 13 2020,2020-10-13,8.444,35,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Oct 14 2020,2020-10-14,8.217,45,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Oct 15 2020,2020-10-15,8.167,44,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Oct 16 2020,2020-10-16,8.429,47,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Oct 17 2020,2020-10-17,8.308,44,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Oct 18 2020,2020-10-18,8.13,53,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Oct 19 2020,2020-10-19,8.479,45,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Oct 20 2020,2020-10-20,8.581,44,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Oct 21 2020,2020-10-21,8.506,47,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Oct 22 2020,2020-10-22,8.371,37,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Oct 23 2020,2020-10-23,8.379,44,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Oct 24 2020,2020-10-24,7.937,43,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Oct 25 2020,2020-10-25,8.274,45,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Oct 26 2020,2020-10-26,8.274,39,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Oct 27 2020,2020-10-27,8.241,49,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Oct 28 2020,2020-10-28,8.332,45,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Oct 29 2020,2020-10-29,8.281,48,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Oct 30 2020,2020-10-30,7.862,49,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Oct 31 2020,2020-10-31,8.136,57,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Nov 01 2020,2020-11-01,7.666,66,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Nov 02 2020,2020-11-02,8.068,45,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Nov 03 2020,2020-11-03,8.099,54,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Nov 04 2020,2020-11-04,8.199,51,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Nov 05 2020,2020-11-05,8.369,54,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Nov 06 2020,2020-11-06,8.075,47,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Nov 07 2020,2020-11-07,8.123,50,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Nov 08 2020,2020-11-08,8.368,56,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Nov 09 2020,2020-11-09,8.448,50,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Nov 10 2020,2020-11-10,8.354,46,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Nov 11 2020,2020-11-11,8.326,46,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Nov 12 2020,2020-11-12,8.21,44,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Nov 13 2020,2020-11-13,8.385,57,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Nov 14 2020,2020-11-14,8.789,61,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Nov 15 2020,2020-11-15,8.229,52,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Nov 16 2020,2020-11-16,8.417,52,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Nov 17 2020,2020-11-17,8.651,45,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Nov 18 2020,2020-11-18,8.457,47,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Nov 19 2020,2020-11-19,8.266,49,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Nov 20 2020,2020-11-20,8.207,62,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Nov 21 2020,2020-11-21,8.306,36,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Nov 22 2020,2020-11-22,8.315,43,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Nov 23 2020,2020-11-23,8.532,56,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Nov 24 2020,2020-11-24,8.278,41,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Nov 25 2020,2020-11-25,8.274,45,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Nov 26 2020,2020-11-26,7.696,63,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Nov 27 2020,2020-11-27,7.571,75,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Nov 28 2020,2020-11-28,7.724,59,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
Nov 29 2020,2020-11-29,7.679,65,M4A4 | Evil Daimyo,M4A4,Evil Daimyo,Field-Tested,1,1,1
